subscription_id,user_id,plan_name,status,started_at,canceled_at,cancellation_reason,trial_started_at,trial_ended_at
1710,2323,quarterly,active,2025-06-11,,,2025-05-28,2025-06-11
1711,2325,monthly,expired,2025-09-14,,,2025-09-14,2025-09-28
1712,2326,yearly,trial,2025-12-22,,,2025-12-22,2026-01-05
1713,2327,quarterly,active,2025-12-30,,,2025-12-16,2025-12-30
1714,2328,monthly,active,2025-05-11,,,2025-04-27,2025-05-11
1715,2329,quarterly,expired,2025-04-15,,,2025-04-15,2025-04-29
1716,2330,yearly,active,2025-12-06,,,2025-11-22,2025-12-06
1717,2331,monthly,active,2025-09-19,,,2025-09-05,2025-09-19
1718,2332,monthly,trial,2025-12-28,,,2025-12-28,2026-01-11
1719,2333,monthly,canceled,2025-10-29,2025-12-21,too_expensive,2025-10-15,2025-10-29
1720,2334,monthly,trial,2026-01-01,,,2026-01-01,2026-01-15
1721,2336,monthly,canceled,2025-07-30,2025-12-01,switched_product,2025-07-16,2025-07-30
1722,2338,quarterly,expired,2025-11-30,,,2025-11-30,2025-12-14
1723,2340,monthly,active,2025-09-03,,,2025-08-20,2025-09-03
1724,2343,monthly,expired,2025-09-30,,,2025-09-30,2025-10-14
1725,2347,quarterly,active,2025-11-05,,,2025-10-22,2025-11-05
1726,2348,monthly,active,2025-06-19,,,2025-06-05,2025-06-19
1727,2349,monthly,active,2025-05-12,,,2025-04-28,2025-05-12
1728,2350,monthly,expired,2025-08-27,,,2025-08-27,2025-09-10
1729,2351,monthly,expired,2025-04-16,,,2025-04-16,2025-04-30
1730,2352,monthly,trial,2025-12-31,,,2025-12-31,2026-01-14
1731,2354,monthly,expired,2025-09-16,,,2025-09-16,2025-09-30
1732,2356,monthly,expired,2025-11-27,,,2025-11-27,2025-12-11
1733,2357,monthly,active,2025-12-08,,,2025-11-24,2025-12-08
1734,2359,monthly,expired,2025-07-11,,,2025-07-11,2025-07-25
1735,2360,yearly,active,2025-10-03,,,2025-09-19,2025-10-03
1736,2361,quarterly,expired,2025-08-13,,,2025-08-13,2025-08-27
1737,2362,monthly,canceled,2025-11-23,2025-12-30,not_using_enough,2025-11-09,2025-11-23
1738,2363,quarterly,canceled,2025-10-08,2025-12-02,too_expensive,2025-09-24,2025-10-08
1739,2364,yearly,active,2025-11-19,,,2025-11-05,2025-11-19
1740,2365,yearly,expired,2025-12-13,,,2025-12-13,2025-12-27
1741,2366,quarterly,active,2025-11-26,,,2025-11-12,2025-11-26
1742,2367,monthly,active,2025-12-31,,,2025-12-17,2025-12-31
1743,2368,quarterly,active,2025-12-22,,,2025-12-08,2025-12-22
1744,2369,quarterly,expired,2025-10-20,,,2025-10-20,2025-11-03
1745,2371,monthly,canceled,2025-08-18,2025-11-01,not_using_enough,2025-08-04,2025-08-18
1746,2374,monthly,active,2025-04-11,,,2025-03-28,2025-04-11
1747,2375,monthly,expired,2025-10-19,,,2025-10-19,2025-11-02
1748,2376,monthly,active,2025-11-20,,,2025-11-06,2025-11-20
1749,2378,monthly,expired,2025-06-12,,,2025-06-12,2025-06-26
1750,2381,quarterly,expired,2025-12-02,,,2025-12-02,2025-12-16
1751,2382,monthly,canceled,2025-10-05,2025-11-16,missing_features,2025-09-21,2025-10-05
1752,2383,quarterly,trial,2025-12-19,,,2025-12-19,2026-01-02
1753,2384,monthly,expired,2025-09-15,,,2025-09-15,2025-09-29
1754,2386,yearly,expired,2025-03-07,,,2025-03-07,2025-03-21
1755,2389,quarterly,active,2025-08-10,,,2025-07-27,2025-08-10
1756,2390,monthly,active,2025-10-18,,,2025-10-04,2025-10-18
1757,2391,monthly,expired,2025-09-15,,,2025-09-15,2025-09-29
1758,2392,monthly,trial,2025-12-22,,,2025-12-22,2026-01-05
1759,2393,monthly,active,2025-09-05,,,2025-08-22,2025-09-05
1760,2394,quarterly,active,2025-10-22,,,2025-10-08,2025-10-22
1761,2397,quarterly,active,2025-11-03,,,2025-10-20,2025-11-03
1762,2398,quarterly,canceled,2025-10-17,2025-12-06,too_expensive,2025-10-03,2025-10-17
1763,2399,monthly,expired,2025-09-11,,,2025-09-11,2025-09-25
1764,2401,monthly,expired,2025-12-12,,,2025-12-12,2025-12-26
1765,2402,monthly,active,2025-07-13,,,2025-06-29,2025-07-13
1766,2403,monthly,active,2025-12-16,,,2025-12-02,2025-12-16
1767,2404,monthly,canceled,2025-11-20,2025-12-25,payment_issues,2025-11-06,2025-11-20
1768,2405,quarterly,expired,2025-08-27,,,2025-08-27,2025-09-10
1769,2406,quarterly,active,2025-03-07,,,2025-02-21,2025-03-07
1770,2407,yearly,active,2025-11-08,,,2025-10-25,2025-11-08
1771,2408,monthly,canceled,2025-06-15,2025-08-03,not_using_enough,2025-06-01,2025-06-15
1772,2409,monthly,expired,2025-05-16,,,2025-05-16,2025-05-30
1773,2410,quarterly,canceled,2025-04-05,2025-07-25,switched_product,2025-03-22,2025-04-05
1774,2411,monthly,expired,2025-11-22,,,2025-11-22,2025-12-06
1775,2413,quarterly,canceled,2025-08-19,2025-12-27,missing_features,2025-08-05,2025-08-19
1776,2414,monthly,canceled,2025-11-01,2025-12-17,not_using_enough,2025-10-18,2025-11-01
1777,2417,monthly,active,2025-09-12,,,2025-08-29,2025-09-12
1778,2418,monthly,canceled,2025-07-04,2025-11-06,switched_product,2025-06-20,2025-07-04
1779,2419,monthly,active,2025-03-07,,,2025-02-21,2025-03-07
1780,2421,yearly,canceled,2025-11-09,2025-12-15,switched_product,2025-10-26,2025-11-09
1781,2422,quarterly,active,2025-06-13,,,2025-05-30,2025-06-13
1782,2423,quarterly,expired,2025-11-17,,,2025-11-17,2025-12-01
1783,2425,monthly,expired,2025-12-16,,,2025-12-16,2025-12-30
1784,2426,monthly,canceled,2025-07-21,2025-11-27,too_expensive,2025-07-07,2025-07-21
1785,2428,monthly,active,2025-07-29,,,2025-07-15,2025-07-29
1786,2430,monthly,active,2025-12-26,,,2025-12-12,2025-12-26
1787,2431,quarterly,active,2025-10-31,,,2025-10-17,2025-10-31
1788,2434,quarterly,active,2025-12-29,,,2025-12-15,2025-12-29
1789,2435,monthly,expired,2025-05-14,,,2025-05-14,2025-05-28
1790,2436,monthly,active,2025-11-25,,,2025-11-11,2025-11-25
1791,2437,quarterly,active,2025-11-27,,,2025-11-13,2025-11-27
1792,2438,monthly,expired,2025-09-11,,,2025-09-11,2025-09-25
1793,2440,monthly,expired,2025-03-25,,,2025-03-25,2025-04-08
1794,2442,quarterly,active,2025-12-26,,,2025-12-12,2025-12-26
1795,2443,yearly,active,2025-12-10,,,2025-11-26,2025-12-10
1796,2444,monthly,active,2025-06-20,,,2025-06-06,2025-06-20
1797,2447,yearly,expired,2025-06-08,,,2025-06-08,2025-06-22
1798,2449,yearly,active,2025-06-29,,,2025-06-15,2025-06-29
1799,2450,monthly,canceled,2025-10-03,2025-11-16,other,2025-09-19,2025-10-03
1800,2451,monthly,active,2025-10-04,,,2025-09-20,2025-10-04
1801,2452,monthly,expired,2025-11-29,,,2025-11-29,2025-12-13
1802,2453,monthly,active,2025-03-05,,,2025-02-19,2025-03-05
1803,2454,yearly,active,2025-10-18,,,2025-10-04,2025-10-18
1804,2455,monthly,expired,2025-04-11,,,2025-04-11,2025-04-25
1805,2456,quarterly,trial,2025-12-31,,,2025-12-31,2026-01-14
1806,2457,monthly,expired,2025-11-09,,,2025-11-09,2025-11-23
1807,2458,quarterly,expired,2025-08-13,,,2025-08-13,2025-08-27
1808,2459,monthly,trial,2026-01-03,,,2026-01-03,2026-01-17
1809,2460,yearly,active,2025-11-12,,,2025-10-29,2025-11-12
1810,2461,monthly,expired,2025-08-24,,,2025-08-24,2025-09-07
1811,2462,monthly,expired,2025-09-08,,,2025-09-08,2025-09-22
1812,2463,monthly,active,2025-05-16,,,2025-05-02,2025-05-16
1813,2464,monthly,expired,2025-05-01,,,2025-05-01,2025-05-15
1814,2466,monthly,active,2025-07-31,,,2025-07-17,2025-07-31
1815,2467,yearly,active,2025-12-07,,,2025-11-23,2025-12-07
1816,2468,monthly,active,2025-03-10,,,2025-02-24,2025-03-10
1817,2469,yearly,expired,2025-09-26,,,2025-09-26,2025-10-10
1818,2470,quarterly,expired,2025-04-06,,,2025-04-06,2025-04-20
1819,2471,yearly,active,2025-11-07,,,2025-10-24,2025-11-07
1820,2472,quarterly,active,2025-09-05,,,2025-08-22,2025-09-05
1821,2473,yearly,canceled,2025-04-13,2025-12-03,too_expensive,2025-03-30,2025-04-13
1822,2474,monthly,trial,2025-12-29,,,2025-12-29,2026-01-12
1823,2475,monthly,expired,2025-07-03,,,2025-07-03,2025-07-17
1824,2476,monthly,expired,2025-06-30,,,2025-06-30,2025-07-14
1825,2477,monthly,expired,2025-08-11,,,2025-08-11,2025-08-25
1826,2478,monthly,active,2025-09-22,,,2025-09-08,2025-09-22
1827,2479,quarterly,active,2025-09-07,,,2025-08-24,2025-09-07
1828,2480,monthly,active,2025-04-06,,,2025-03-23,2025-04-06
1829,2482,quarterly,active,2025-06-05,,,2025-05-22,2025-06-05
1830,2484,yearly,active,2025-03-21,,,2025-03-07,2025-03-21
1831,2487,quarterly,active,2025-09-18,,,2025-09-04,2025-09-18
1832,2489,quarterly,active,2025-07-22,,,2025-07-08,2025-07-22
1833,2490,quarterly,expired,2025-12-08,,,2025-12-08,2025-12-22
1834,2491,monthly,expired,2025-11-05,,,2025-11-05,2025-11-19
1835,2494,monthly,canceled,2025-07-24,2025-11-22,switched_product,2025-07-10,2025-07-24
1836,2496,quarterly,active,2025-11-22,,,2025-11-08,2025-11-22
1837,2497,monthly,active,2025-11-17,,,2025-11-03,2025-11-17
1838,2499,monthly,canceled,2025-06-06,2025-12-09,other,2025-05-23,2025-06-06
1839,2501,monthly,expired,2025-07-18,,,2025-07-18,2025-08-01
1840,2502,monthly,expired,2025-08-14,,,2025-08-14,2025-08-28
1841,2503,monthly,expired,2025-02-21,,,2025-02-21,2025-03-07
1842,2505,yearly,expired,2025-09-09,,,2025-09-09,2025-09-23
1843,2506,quarterly,expired,2025-09-23,,,2025-09-23,2025-10-07
1844,2507,quarterly,expired,2025-08-20,,,2025-08-20,2025-09-03
1845,2509,monthly,active,2025-11-25,,,2025-11-11,2025-11-25
1846,2510,quarterly,canceled,2025-08-26,2025-11-15,too_expensive,2025-08-12,2025-08-26
1847,2511,yearly,expired,2025-08-11,,,2025-08-11,2025-08-25
1848,2512,quarterly,active,2025-02-07,,,2025-01-24,2025-02-07
1849,2515,quarterly,expired,2025-04-17,,,2025-04-17,2025-05-01
1850,2516,monthly,expired,2025-11-11,,,2025-11-11,2025-11-25
1851,2517,monthly,expired,2025-08-28,,,2025-08-28,2025-09-11
1852,2518,quarterly,canceled,2025-07-16,2025-12-08,payment_issues,2025-07-02,2025-07-16
1853,2519,quarterly,active,2025-05-24,,,2025-05-10,2025-05-24
1854,2523,monthly,expired,2025-10-08,,,2025-10-08,2025-10-22
1855,2524,quarterly,active,2025-04-21,2025-11-16,not_using_enough,2025-04-07,2025-04-21
1856,2525,monthly,expired,2025-07-18,,,2025-07-18,2025-08-01
1857,2526,monthly,expired,2025-08-31,,,2025-08-31,2025-09-14
1858,2530,monthly,expired,2025-10-12,,,2025-10-12,2025-10-26
1859,2531,quarterly,expired,2025-08-28,,,2025-08-28,2025-09-11
1860,2532,quarterly,expired,2025-10-05,,,2025-10-05,2025-10-19
1861,2533,quarterly,canceled,2025-10-31,2025-12-13,too_expensive,2025-10-17,2025-10-31
1862,2535,monthly,active,2025-08-19,,,2025-08-05,2025-08-19
1863,2536,yearly,expired,2025-11-22,,,2025-11-22,2025-12-06
1864,2538,monthly,active,2025-12-28,,,2025-12-14,2025-12-28
1865,2539,monthly,expired,2025-12-11,,,2025-12-11,2025-12-25
1866,2540,monthly,active,2025-07-06,,,2025-06-22,2025-07-06
1867,2541,yearly,active,2025-07-05,,,2025-06-21,2025-07-05
1868,2542,yearly,expired,2025-04-21,,,2025-04-21,2025-05-05
1869,2543,monthly,trial,2025-12-23,,,2025-12-23,2026-01-06
1870,2544,quarterly,expired,2025-07-06,,,2025-07-06,2025-07-20
1871,2545,monthly,active,2025-12-14,,,2025-11-30,2025-12-14
1872,2546,monthly,expired,2025-07-23,,,2025-07-23,2025-08-06
1873,2547,quarterly,expired,2025-07-21,,,2025-07-21,2025-08-04
1874,2548,monthly,active,2025-12-19,,,2025-12-05,2025-12-19
1875,2549,monthly,active,2025-12-07,,,2025-11-23,2025-12-07
1876,2551,monthly,active,2025-08-15,2025-11-07,not_using_enough,2025-08-01,2025-08-15
1877,2552,quarterly,active,2025-05-27,,,2025-05-13,2025-05-27
1878,2554,quarterly,active,2025-10-21,,,2025-10-07,2025-10-21
1879,2556,monthly,expired,2025-11-16,,,2025-11-16,2025-11-30
1880,2557,monthly,canceled,2025-10-21,2025-12-19,switched_product,2025-10-07,2025-10-21
1881,2558,quarterly,active,2025-12-12,,,2025-11-28,2025-12-12
1882,2559,monthly,active,2025-08-16,,,2025-08-02,2025-08-16
1883,2560,quarterly,active,2025-10-25,,,2025-10-11,2025-10-25
1884,2562,monthly,active,2025-10-03,,,2025-09-19,2025-10-03
1885,2563,monthly,active,2025-10-06,,,2025-09-22,2025-10-06
1886,2564,monthly,trial,2025-12-18,,,2025-12-18,2026-01-01
1887,2565,monthly,trial,2025-12-20,,,2025-12-20,2026-01-03
1888,2566,monthly,active,2025-02-04,,,2025-01-21,2025-02-04
1889,2567,monthly,active,2025-12-07,,,2025-11-23,2025-12-07
1890,2569,monthly,canceled,2025-09-23,2025-12-12,not_using_enough,2025-09-09,2025-09-23
1891,2570,yearly,active,2025-05-06,,,2025-04-22,2025-05-06
1892,2571,yearly,active,2025-08-25,,,2025-08-11,2025-08-25
1893,2573,monthly,active,2025-08-27,,,2025-08-13,2025-08-27
1894,2574,monthly,expired,2025-06-11,,,2025-06-11,2025-06-25
1895,2578,quarterly,expired,2025-10-16,,,2025-10-16,2025-10-30
1896,2579,monthly,expired,2025-10-21,,,2025-10-21,2025-11-04
1897,2581,monthly,expired,2025-06-05,,,2025-06-05,2025-06-19
1898,2582,quarterly,active,2025-05-01,,,2025-04-17,2025-05-01
1899,2583,monthly,active,2025-12-08,,,2025-11-24,2025-12-08
1900,2584,monthly,active,2025-08-23,,,2025-08-09,2025-08-23
1901,2586,yearly,expired,2025-08-03,,,2025-08-03,2025-08-17
1902,2591,quarterly,active,2025-12-27,,,2025-12-13,2025-12-27
1903,2593,quarterly,canceled,2025-09-29,2025-12-27,payment_issues,2025-09-15,2025-09-29
1904,2595,monthly,expired,2025-07-31,,,2025-07-31,2025-08-14
1905,2596,monthly,expired,2025-06-15,,,2025-06-15,2025-06-29
1906,2597,quarterly,trial,2025-12-19,,,2025-12-19,2026-01-02
1907,2600,monthly,canceled,2025-10-07,2025-12-15,too_expensive,2025-09-23,2025-10-07
1908,2601,monthly,expired,2025-09-28,,,2025-09-28,2025-10-12
1909,2602,yearly,active,2025-07-26,,,2025-07-12,2025-07-26
1910,2603,monthly,active,2025-10-12,,,2025-09-28,2025-10-12
1911,2604,yearly,active,2025-10-29,,,2025-10-15,2025-10-29
1912,2605,monthly,expired,2025-08-02,,,2025-08-02,2025-08-16
1913,2607,quarterly,canceled,2025-11-25,2025-12-31,payment_issues,2025-11-11,2025-11-25
1914,2608,quarterly,active,2025-12-19,,,2025-12-05,2025-12-19
1915,2610,yearly,active,2025-08-19,,,2025-08-05,2025-08-19
1916,2611,quarterly,active,2025-10-23,,,2025-10-09,2025-10-23
1917,2612,monthly,expired,2025-08-04,,,2025-08-04,2025-08-18
1918,2613,quarterly,expired,2025-06-26,,,2025-06-26,2025-07-10
1919,2615,monthly,active,2025-11-27,,,2025-11-13,2025-11-27
1920,2616,monthly,expired,2025-04-24,,,2025-04-24,2025-05-08
1921,2617,quarterly,expired,2025-05-05,,,2025-05-05,2025-05-19
1922,2618,monthly,active,2025-12-25,,,2025-12-11,2025-12-25
1923,2619,monthly,active,2025-08-26,,,2025-08-12,2025-08-26
1924,2620,yearly,expired,2025-05-02,,,2025-05-02,2025-05-16
1925,2622,monthly,expired,2025-09-26,,,2025-09-26,2025-10-10
1926,2623,yearly,active,2025-09-07,,,2025-08-24,2025-09-07
1927,2624,monthly,expired,2025-03-23,,,2025-03-23,2025-04-06
1928,2626,yearly,canceled,2025-11-24,2025-12-30,missing_features,2025-11-10,2025-11-24
1929,2630,monthly,expired,2025-08-31,,,2025-08-31,2025-09-14
1930,2631,quarterly,expired,2025-07-23,,,2025-07-23,2025-08-06
1931,2632,monthly,active,2025-08-04,,,2025-07-21,2025-08-04
1932,2633,monthly,active,2025-09-30,,,2025-09-16,2025-09-30
1933,2634,quarterly,expired,2025-08-17,,,2025-08-17,2025-08-31
1934,2635,monthly,active,2025-08-09,,,2025-07-26,2025-08-09
1935,2636,monthly,expired,2025-09-14,,,2025-09-14,2025-09-28
1936,2637,quarterly,active,2025-08-27,,,2025-08-13,2025-08-27
1937,2639,monthly,expired,2025-08-25,,,2025-08-25,2025-09-08
1938,2641,quarterly,active,2025-08-07,,,2025-07-24,2025-08-07
1939,2642,monthly,active,2025-12-28,,,2025-12-14,2025-12-28
1940,2643,monthly,expired,2025-10-13,,,2025-10-13,2025-10-27
1941,2644,monthly,active,2025-10-11,,,2025-09-27,2025-10-11
1942,2645,quarterly,expired,2025-09-20,,,2025-09-20,2025-10-04
1943,2646,yearly,expired,2025-06-10,,,2025-06-10,2025-06-24
1944,2647,monthly,expired,2025-10-09,,,2025-10-09,2025-10-23
1945,2649,yearly,canceled,2025-07-02,2025-12-17,payment_issues,2025-06-18,2025-07-02
1946,2650,monthly,canceled,2025-11-24,2025-12-29,switched_product,2025-11-10,2025-11-24
1947,2651,yearly,expired,2025-04-01,,,2025-04-01,2025-04-15
1948,2653,monthly,expired,2025-10-10,,,2025-10-10,2025-10-24
1949,2654,quarterly,active,2025-07-06,,,2025-06-22,2025-07-06
1950,2657,monthly,trial,2025-12-19,,,2025-12-19,2026-01-02
1951,2659,monthly,active,2025-07-27,,,2025-07-13,2025-07-27
1952,2661,monthly,active,2025-05-03,,,2025-04-19,2025-05-03
1953,2663,monthly,active,2025-11-12,,,2025-10-29,2025-11-12
1954,2664,monthly,trial,2025-12-24,,,2025-12-24,2026-01-07
1955,2667,monthly,active,2025-05-26,,,2025-05-12,2025-05-26
1956,2668,monthly,expired,2025-08-19,,,2025-08-19,2025-09-02
1957,2669,yearly,active,2025-05-20,,,2025-05-06,2025-05-20
1958,2671,monthly,trial,2025-12-28,,,2025-12-28,2026-01-11
1959,2672,quarterly,active,2025-12-07,,,2025-11-23,2025-12-07
1960,2673,quarterly,expired,2025-11-20,,,2025-11-20,2025-12-04
1961,2674,yearly,expired,2025-10-28,,,2025-10-28,2025-11-11
1962,2677,yearly,active,2025-10-05,,,2025-09-21,2025-10-05
1963,2678,yearly,active,2025-08-03,,,2025-07-20,2025-08-03
1964,2679,quarterly,active,2025-04-28,,,2025-04-14,2025-04-28
1965,2680,monthly,expired,2025-11-16,,,2025-11-16,2025-11-30
1966,2681,quarterly,active,2025-12-05,,,2025-11-21,2025-12-05
1967,2682,monthly,trial,2025-12-28,,,2025-12-28,2026-01-11
1968,2684,monthly,expired,2025-03-24,,,2025-03-24,2025-04-07
1969,2686,yearly,expired,2025-08-19,,,2025-08-19,2025-09-02
1970,2687,monthly,trial,2025-12-26,,,2025-12-26,2026-01-09
1971,2688,quarterly,expired,2025-03-07,,,2025-03-07,2025-03-21
1972,2689,quarterly,expired,2025-08-07,,,2025-08-07,2025-08-21
1973,2693,monthly,expired,2025-04-06,,,2025-04-06,2025-04-20
1974,2695,monthly,expired,2025-04-06,,,2025-04-06,2025-04-20
1975,2696,monthly,expired,2025-06-26,,,2025-06-26,2025-07-10
1976,2698,yearly,active,2025-01-29,,,2025-01-15,2025-01-29
1977,2701,monthly,expired,2025-03-21,,,2025-03-21,2025-04-04
1978,2702,yearly,active,2025-09-14,2025-10-25,missing_features,2025-08-31,2025-09-14
1979,2704,quarterly,active,2025-04-12,,,2025-03-29,2025-04-12
1980,2705,monthly,active,2025-11-23,,,2025-11-09,2025-11-23
1981,2706,yearly,expired,2025-08-03,,,2025-08-03,2025-08-17
1982,2708,monthly,active,2025-08-18,,,2025-08-04,2025-08-18
1983,2709,yearly,active,2025-12-08,,,2025-11-24,2025-12-08
1984,2711,monthly,active,2025-08-11,,,2025-07-28,2025-08-11
1985,2712,quarterly,expired,2025-08-01,,,2025-08-01,2025-08-15
1986,2713,monthly,active,2025-10-20,,,2025-10-06,2025-10-20
1987,2714,quarterly,active,2025-08-31,,,2025-08-17,2025-08-31
1988,2715,yearly,expired,2025-06-05,,,2025-06-05,2025-06-19
1989,2716,monthly,active,2025-11-05,,,2025-10-22,2025-11-05
1990,2717,monthly,expired,2025-09-17,,,2025-09-17,2025-10-01
1991,2718,monthly,expired,2025-11-21,,,2025-11-21,2025-12-05
1992,2721,monthly,expired,2025-07-01,,,2025-07-01,2025-07-15
1993,2722,monthly,expired,2025-11-06,,,2025-11-06,2025-11-20
1994,2723,monthly,expired,2025-10-23,,,2025-10-23,2025-11-06
1995,2724,monthly,expired,2025-02-27,,,2025-02-27,2025-03-13
1996,2725,monthly,active,2025-05-07,,,2025-04-23,2025-05-07
1997,2726,quarterly,expired,2025-10-28,,,2025-10-28,2025-11-11
1998,2728,quarterly,expired,2025-11-02,,,2025-11-02,2025-11-16
1999,2729,yearly,expired,2025-12-01,,,2025-12-01,2025-12-15
2000,2730,monthly,active,2025-08-28,,,2025-08-14,2025-08-28
2001,2731,monthly,canceled,2025-06-20,2025-11-16,missing_features,2025-06-06,2025-06-20
2002,2732,yearly,active,2025-10-09,,,2025-09-25,2025-10-09
2003,2734,monthly,active,2025-09-06,,,2025-08-23,2025-09-06
2004,2736,yearly,trial,2025-12-22,,,2025-12-22,2026-01-05
2005,2738,monthly,active,2025-10-01,,,2025-09-17,2025-10-01
2006,2739,monthly,expired,2025-09-11,,,2025-09-11,2025-09-25
2007,2740,yearly,expired,2025-06-11,,,2025-06-11,2025-06-25
2008,2741,quarterly,canceled,2025-07-17,2025-09-09,too_expensive,2025-07-03,2025-07-17
2009,2742,monthly,active,2025-04-06,,,2025-03-23,2025-04-06
2010,2743,quarterly,expired,2025-11-06,,,2025-11-06,2025-11-20
2011,2745,yearly,active,2025-07-10,,,2025-06-26,2025-07-10
2012,2750,monthly,active,2025-08-23,,,2025-08-09,2025-08-23
2013,2752,quarterly,expired,2025-03-27,,,2025-03-27,2025-04-10
2014,2754,monthly,expired,2025-04-30,,,2025-04-30,2025-05-14
2015,2755,yearly,trial,2025-12-26,,,2025-12-26,2026-01-09
2016,2756,monthly,active,2025-11-07,,,2025-10-24,2025-11-07
2017,2757,monthly,active,2025-11-25,,,2025-11-11,2025-11-25
2018,2758,monthly,expired,2025-07-01,,,2025-07-01,2025-07-15
2019,2759,monthly,canceled,2025-10-10,2025-12-10,other,2025-09-26,2025-10-10
2020,2761,quarterly,expired,2025-07-05,,,2025-07-05,2025-07-19
2021,2762,yearly,trial,2025-12-23,,,2025-12-23,2026-01-06
2022,2763,monthly,expired,2025-07-02,,,2025-07-02,2025-07-16
2023,2765,yearly,active,2025-12-19,,,2025-12-05,2025-12-19
2024,2766,quarterly,expired,2025-05-09,,,2025-05-09,2025-05-23
2025,2767,monthly,active,2025-07-09,,,2025-06-25,2025-07-09
2026,2769,monthly,expired,2025-09-19,,,2025-09-19,2025-10-03
2027,2770,monthly,canceled,2025-11-14,2025-12-25,not_using_enough,2025-10-31,2025-11-14
2028,2772,monthly,expired,2025-05-02,,,2025-05-02,2025-05-16
2029,2773,monthly,expired,2025-11-28,,,2025-11-28,2025-12-12
2030,2775,monthly,canceled,2025-08-02,2025-10-02,not_using_enough,2025-07-19,2025-08-02
2031,2776,monthly,trial,2025-12-31,,,2025-12-31,2026-01-14
2032,2779,monthly,expired,2025-03-10,,,2025-03-10,2025-03-24
2033,2781,quarterly,expired,2025-02-18,,,2025-02-18,2025-03-04
2034,2782,monthly,expired,2025-03-23,,,2025-03-23,2025-04-06
2035,2783,monthly,expired,2025-08-26,,,2025-08-26,2025-09-09
2036,2784,monthly,active,2025-12-12,,,2025-11-28,2025-12-12
2037,2785,monthly,trial,2025-12-27,,,2025-12-27,2026-01-10
2038,2786,monthly,canceled,2025-06-03,2025-12-30,too_expensive,2025-05-20,2025-06-03
2039,2787,monthly,active,2025-11-10,,,2025-10-27,2025-11-10
2040,2789,monthly,active,2025-08-31,,,2025-08-17,2025-08-31
2041,2791,quarterly,active,2025-03-07,,,2025-02-21,2025-03-07
2042,2792,quarterly,expired,2025-09-20,,,2025-09-20,2025-10-04
2043,2793,yearly,canceled,2025-05-05,2025-06-11,too_expensive,2025-04-21,2025-05-05
2044,2795,quarterly,active,2025-12-31,,,2025-12-17,2025-12-31
2045,2796,monthly,expired,2025-09-15,,,2025-09-15,2025-09-29
2046,2797,monthly,active,2025-05-15,,,2025-05-01,2025-05-15
2047,2798,monthly,active,2025-08-03,,,2025-07-20,2025-08-03
2048,2799,quarterly,active,2025-12-18,,,2025-12-04,2025-12-18
2049,2800,quarterly,trial,2026-01-05,,,2026-01-05,2026-01-19
2050,2801,monthly,expired,2025-12-10,,,2025-12-10,2025-12-24
2051,2802,quarterly,active,2025-09-16,,,2025-09-02,2025-09-16
2052,2803,monthly,expired,2025-12-02,,,2025-12-02,2025-12-16
2053,2806,yearly,trial,2025-12-19,,,2025-12-19,2026-01-02
2054,2807,monthly,active,2025-12-02,,,2025-11-18,2025-12-02
2055,2810,monthly,active,2025-10-31,,,2025-10-17,2025-10-31
2056,2812,quarterly,trial,2025-12-27,,,2025-12-27,2026-01-10
2057,2813,monthly,expired,2025-08-30,,,2025-08-30,2025-09-13
2058,2814,yearly,active,2025-06-01,,,2025-05-18,2025-06-01
2059,2815,monthly,expired,2025-10-02,,,2025-10-02,2025-10-16
2060,2816,monthly,active,2025-07-02,,,2025-06-18,2025-07-02
2061,2819,monthly,expired,2025-11-18,,,2025-11-18,2025-12-02
2062,2821,quarterly,expired,2025-11-10,,,2025-11-10,2025-11-24
2063,2822,yearly,canceled,2025-07-07,2025-11-28,not_using_enough,2025-06-23,2025-07-07
2064,2823,quarterly,expired,2025-11-25,,,2025-11-25,2025-12-09
2065,2824,quarterly,active,2025-11-10,,,2025-10-27,2025-11-10
2066,2825,monthly,expired,2025-11-01,,,2025-11-01,2025-11-15
2067,2826,quarterly,active,2025-07-07,,,2025-06-23,2025-07-07
2068,2827,quarterly,canceled,2025-11-26,2025-12-31,missing_features,2025-11-12,2025-11-26
2069,2828,quarterly,trial,2026-01-04,,,2026-01-04,2026-01-18
2070,2830,monthly,active,2025-11-24,,,2025-11-10,2025-11-24
2071,2832,monthly,active,2025-07-01,,,2025-06-17,2025-07-01
2072,2834,monthly,expired,2025-06-10,,,2025-06-10,2025-06-24
2073,2835,quarterly,expired,2025-08-05,,,2025-08-05,2025-08-19
2074,2837,monthly,expired,2025-06-20,,,2025-06-20,2025-07-04
2075,2838,yearly,active,2025-12-26,,,2025-12-12,2025-12-26
2076,2839,quarterly,active,2025-12-06,,,2025-11-22,2025-12-06
2077,2842,monthly,expired,2025-10-03,,,2025-10-03,2025-10-17
2078,2843,yearly,active,2025-11-13,,,2025-10-30,2025-11-13
2079,2844,quarterly,expired,2025-12-03,,,2025-12-03,2025-12-17
2080,2845,monthly,expired,2025-10-07,,,2025-10-07,2025-10-21
2081,2846,monthly,canceled,2025-07-24,2025-09-04,not_using_enough,2025-07-10,2025-07-24
2082,2847,monthly,expired,2025-12-16,,,2025-12-16,2025-12-30
2083,2848,yearly,trial,2025-12-21,,,2025-12-21,2026-01-04
2084,2849,quarterly,expired,2025-11-13,,,2025-11-13,2025-11-27
